貼文編號,粉絲專頁編號,粉絲專頁名稱,標題,說明,期間（秒）,發佈時間,說明文字類型,永久連結,多文發佈貼文,是分享的貼文,貼文類型,語言,自訂標籤,贊助內容狀態,資料留言,日期,觸及人數,心情、留言和分享,心情,留言,分享,總點擊次數,符合目標廣告受眾的用戶瀏覽情形（Photo Click）,其他點擊次數,連結點擊次數,,,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,"您家的孩子學會寫字與認字了嗎❓
學會寫字、認字有好多好多的用處唷‼
可以自己只看菜單點餐🥞
可以寫日記記錄生活🗒
可以偷偷傳紙條給同學（勿學小編）🫢
甚至在《不會寫字的獅子》中，
還可以用來追喜歡的女孩（女獅）呢🤣

《不會寫字的獅子》中的小獅子🦁
模樣長得像一顆三角飯糰一樣，
模樣非常討喜簡直人見人愛，
但對於心儀的母獅卻遲遲不敢接近😓
因為母獅會認字、寫字，
但小獅子卻連一個字都看不懂！🥺
為了讓母獅知道自己的真心，
小獅子只好拜訪各式各樣的動物，
拜託他們幫自己寫一封情書，
究竟最後小獅子能不能「有情獅終成眷屬呢」

《不會寫字的獅子》
很適合讓孩子從無理頭的故事中，
學習到認字與寫字的重要性✏✏
除此之外，
也可以觀察各種不同動物寫的情書，
有什麼不一樣喔！

留言告訴小編家中的孩子會認字與寫字了嗎！

#MindDuo3到6歲書單推薦",,0,01/17/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02ezYSqhgZHsoGuVAnSMi3Q45H7Xgm6u7ahWvdzqsRo39EzqirKFgZfxuimTjKctXul,0,0,相片,,,,,總期間,103,44,38,4,2,2,2,,,,,,,,,
8.73E+14,1.00E+14,MindDuo親子共讀,"#已開獎
#文末有驚喜 
❤️‍🔥這是小編今年入大坑的繪本作家❤️‍🔥
丸山奈央的繪本系列，
擅長將日常生活周遭的事物擬人化，
搭配荒唐卻非常可愛的故事，
這種反差的魔性保證不管大人小孩，
只要讀過一遍便會深深中毒！🥳🥳
（小編先前所介紹的《通心粉變身》也是同一個作者！）
快來跟小編看看吧👓
/
《想變成麵包的兔子》
描述一隻熱愛吃麵包的小白兔嗶波🐰
熱愛到想把自己變成美味的麵包🥖
為了達成想成為麵包這個崇高的理想，
嗶波於是展開了一系列荒謬又爆笑的嘗試，
像是把自己的大耳朵當成三明治麵包🥪
讓中間夾了蔬菜、火腿及起司！
又或者是將自己的身體沾滿麵粉，
偽裝成麵包店當中的白麵包！
/
雖然小白兔麵包很可愛，
但是來麵包店光顧的客人在挑選麵包時，
看到有一隻小白兔還是會嚇一大跳！
進而嚇跑原本麵包店的顧客😱😱
正當麵包店老闆時，
突然靈機一動，想到一個平衡的好方法：
讓嗶波成為麵包店的店員！
/
留言讓小編知道，
在育兒過程當中，
您是如何平衡現實與理想狀況呢？ 

球球館",,0,01/17/2024 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid04j2dDLXBV4jZjWbTBfMonPC68uHbGyLKZP5kgeQHw2ibUVojRE9WhmpMx1zn4Ma3l,0,0,相片,,,,,總期間,5310,635,262,193,180,383,305,78,,,,,,,,
1.14E+15,1.00E+14,MindDuo親子共讀,"#留言有驚喜  
#已開獎

當悲傷來臨，它是什麼模樣呢？  
是一隻大象、一隻鹿，還是......一隻狐狸？  
/
有一本溫暖治癒的繪本，  
用動物們的故事，告訴我們：  
悲傷的模樣可以千變萬化，  
但每一份悲傷的源頭，其實都藏著一份愛。  
/
🌟 繪本故事中，悲傷起初如同大象，沉重又難以忽視；  
隨著時間流逝，它慢慢轉變成狐狸，逐漸靠近內心，  
最終成為一隻萤火蟲，  閃爍著帶來希望與回憶的微光。  
/
📚 帶著孩子翻開這本充滿情感力量的繪本，  
讓故事幫助孩子理解那些難以言喻的情緒，  
學習如何和悲傷相處，並從中找到愛與希望。  

#小編讀後心得：  
作者細膩的文字與插畫，  
將悲傷轉化成孩子可以理解的具象模樣，  
傳遞出「悲傷是愛的延續」這樣的重要訊息。  
不論是孩子經歷失去寵物、朋友，  
或是家長希望教導孩子情緒管理，  
這本繪本都值得收藏～  
/
❓ 你認為悲傷是甚麼動物呢？
留言分享你和孩子的想法，讓我們一起帶孩子認識情緒吧！",,0,01/17/2025 06:50,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02itPYUpUVAEg5BJTs2trqbk8myxiBWL978ZGcYdCNzYjWgPs2WLrk9T1mos6a6oPTl,0,0,相片,,,,,總期間,18700,10063,607,231,185,191,492,368,124,,,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,"👉過年就靠這套桌遊讓孩子們乖乖坐定👈
小編這次搶先試玩了SMART GAMES的全新【企鵝桌遊】
改良自經典跳棋遊戲
加入冰原、冰洞等創意巧思
搭配超級可愛的企鵝模型🐧
訓練孩子的✔空間概念、✔策略思考，以及✔專注力
連小編都忍不住全神貫注的想著該如何抵達終點😆

這款遊戲提供了適合6歲以上孩童的初階版
以及8歲以上的進階版
一款遊戲多種玩法
很適合過年帶到親戚家讓孩子們玩在一起👨‍👧‍👧
或是平常爸媽陪著寶貝一起玩也能引導孩子的思考能力
重點是❗企鵝跳棋真的太可愛了啦> <
想看小編的遊戲開箱就放在留言裡🥰
#企鵝家族 #SmartGames #上誼 #和誼玩具國 
#MindDuo親子共讀桌遊推薦",,0,01/18/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0eSYZiJoesYNmdj9cJFTss7GTNgAR7WW5ktQoKXmnX6BuVMK6X4LhM4JiYjWvuPCkl,0,0,相片,,,,,總期間,129,30,26,2,2,3,3,,,,,,,,,
8.74E+14,1.00E+14,MindDuo親子共讀,"#經典繪本回顧
#行政院新聞局中小學生優良課外讀物推介

「台灣最美的風景就是人。」
／
今天要介紹一本很特別的繪本，
在早期的社會中，路旁、樹下、廟前
都可見茶桶或茶壺貼著「奉茶」字樣，
是提供給路人飲用的免費茶水🍵

雖然在現今「奉茶」的文化
已經很少見了
但透過這本有趣的故事支線
以土地公下人間巡視視角出發
／
在親子共讀的同時，
隔著書本都能受到
台灣在地濃厚的人情味❤

青林國際出版",,0,01/18/2024 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0xvYxkvvVb5tMnqW7iM6Hdvq79qnqihJJ7dt78ePUPYdGgzWFr5emnt7kE7BF6cjkl,0,0,相片,,,,,總期間,3770,81,75,1,5,69,24,45,,,1,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,今天MindDuo小編來搶先開箱超可愛的親子桌遊「企鵝家族」！來看小編們幫助（幫倒忙？）可連的小企鵝們回家🥺,今天MindDuo小編來搶先開箱超可愛的親子桌遊「企鵝家族」！來看小編們幫助（幫倒忙？）可連的小企鵝們回家🥺,21,01/19/2023 04:00,N/A,https://www.facebook.com/reel/628131722405339/,0,0,連續短片,,,,,總期間,1789,19,17,1,1,0,,,,,6452.026,4.377,,0,,0
1.57E+15,4.94E+14,MindDuo親子共讀,"這是一本小編都會看到泛淚的繪本🥲
幽默故事❌科普知識、自我探索❌多元包容
《誰說野狼就要壞》帶領孩子一起思考：
「你希望自己看起來是什麼樣子呢？」

野狼在大眾人眼中的刻板印象🐺🐺
就是兇狠、冷血、總是一個人行動
讓人覺得高冷且不易親近
但在《誰說野狼就要壞》中的野狼
居然討厭自己壞壞的樣子！
為什麼野狼就非得要壞到不行呢！？
其實能夠跟大家當好朋友
也是一件很棒的事呀🥺
於是野狼開始了一趟追尋自我的小旅途～

野狼從故事開始不認同自己的外在形象
到後來遇見各式各樣的擬態生物🦋🐙🦭
並在過程中嘗試探詢自我的可能性
最後在眾人的支持和鼓勵下
勇敢追尋自我認同✨

作者用幽默又溫柔的口吻告訴孩子們：
「誰說野狼就要壞？每個人都可以活出真實的自我！」

#MindDuo3到6歲書單推薦",,0,01/19/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0p68wCn4qqYSJJXejABVUzjpZGjUY6adrfqYU3whzWE1xBHiNMWHMHghczbDSiaGyl,0,0,相片,,,,,總期間,106,43,41,1,1,1,1,,,,,,,,,
8.74E+14,1.00E+14,MindDuo親子共讀,"#已開獎
#留言處有驚喜
不知道大家有沒有看過
日本動物園的鯨頭鸛

他是一隻很大很大 
大概150公分的鳥
他張開翅膀會長達260公分

因為他高大笨拙樣子
所以被稱是世界上最醜的鳥類（好壞😲
/
今天要介紹的這本書
主角鯨頭鸛
是一隻非常可愛且幽默的鯨頭鸛

站在那一動也不動的他，
就算可怕的蛇靠近，還是聞風不動。
看到搞笑的大象和斑馬，也面無表情
看到跑得比獵豹更快的樹懶
竟然也不驚訝！！

直到...
池塘裡的魚探出頭來
鯨頭鸛啪啦！快速的動了！
張開雙臂一口咬下

原來
一動也不動
就是在等魚兒出現🤤
/
本書用很可愛的畫風
和有趣的小故事
讓讀者能更認識動物們

你也喜歡動物嗎？
留言處跟小編分享
最近一次去動物園的照片吧！
采實童書粉絲團：聽故事，玩手作 
#鯨頭鸛",,0,01/19/2024 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0V5Z1qsuJraqEmniLskbfSutRD5SCpReLtE8DieC8oVYLGYZkJavimRFLP2McEadMl,0,0,相片,,,,,總期間,8273,607,270,183,154,412,304,108,,,,,,,,
1.14E+15,1.00E+14,MindDuo親子共讀,"#留言處有驚喜
#已開獎

一起搭上動物列車吧！
超過50種動物Q版繪圖的旅程～😍

浣熊與小貓熊馬上就在第一站迎接我們了
他們準備了晚餐
浣熊光是洗手就洗了五分鐘🦝
看來他真的很愛乾淨呢

穿山甲和犰狳雖然長得很像
但更加認識他們之後發現
他們可是很不一樣的呢

五顏六色的鸚鵡🦜
也在下一站舉辦地下喜劇舞台
這些鸚鵡們可真聒噪
一開口就停不下來了

就這樣我們總共到達了10站動物基地
從紐西蘭陸地到海底夜市🌊
從猴子派對到美式足球賽🏈
從博物館到健身房🏋️‍♀️

想知道更多關於這些動物們的知識嗎
趕緊點開留言區參加活動~",,0,01/19/2025 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02mHQxnpFayXbDRRpuwrL1KKJbxWK2Mwo3xv9miVWbNNQM6zove3zeDhGfsfbwxUNzl,0,0,相片,,,,,總期間,12659,5293,778,296,249,233,579,416,163,,,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,"#留言處有驚喜 #市價1480桌遊
咚咚咚隆鏘！咚咚咚隆鏘！
大朋友小朋友們引頸期盼的春節來啦🧨
每到新年，
當然免不了說吉祥話🥳
關於祝福的新年吉祥話有很多，
為了讓孩子可以更加認識傳統文化，
MindDuo今年特別準備了一張填字表，
讓孩子可以發揮創意，
同時也學習節慶相關的成語😍

圖片填字表總共有四列，
第一列對應第1天的問號格，
第二列對應第2天的問號格，
第三列對應第3天的問號格，
第四列對應第4天的問號格，

在接下來的4天（1/21-1/24）中，
粉專每天發布的繪本介紹圖片都會藏有一個字！
只要將當天的字填入對應的問號格，
並且造出成語或吉祥話（也可以自己發揮創意）
4天過後，
就可以完成整張填字表啦🤩🤩！！

完成表格會有意想不到的驚喜唷！
(小編偷偷說：是超棒的益智桌遊唷）
詳情請見留言區！",,0,01/20/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0bAC5V4JUirjpTZGuGkYNe2otwuey8f5Zia8Fb8epAH6fWba1nbYhqWY7GvFDUDHUl,0,0,相片,,,,,總期間,122,179,91,74,14,3,,3,,,,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,"#我是新年拼字王第一個問號字
每到重要的節慶，
就代表可愛的布朗克又要現身啦🥰
今年新年，
布朗克和他的小夥伴們又要變出什麼花樣呢？🤣

《布朗克 吉祥好話大挑戰》中
布朗克的老師為了讓孩子們更加了解節慶文化，
因此準備了小任務！
那就是要練習說吉祥話🤯
讓身邊的人在新的一年都可以得到祝福～

布朗克與妹妹布朗妮為了完成任務，
決定簽訂停戰（鬥嘴）契約🤝
開始對彼此說吉祥話，
看著布朗克與妹妹童言童語，
看似是吉祥話但實際卻像在挖苦對方，
讓小編笑到流眼淚啦！🤣

《布朗克 吉祥好話大挑戰》是一本相當有年味的繪本，
同時也教導孩子許多關於新年的小知識，
最重要的是，傳遞了「說好話」這個簡單卻重要的概念☺️

今天是除夕夜，
#留言Po出家中的團圓飯

#MindDuo3到6歲書單推薦",,0,01/21/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0dDzhrctLz38JLwVXGr3n4xTw6CCb9UCW51FmHLLFyzVcQEx2JtHbhEWFhHfr3yXXl,0,0,相片,,,,,總期間,116,95,64,25,6,0,,,,,,,,,,
1.14E+15,1.00E+14,MindDuo親子共讀,"#留言處有驚喜 🥖
#已開獎
各位！熱呼呼的麵包車來啦！
這系列一直是小編接觸繪本後最喜歡的😆

故事在
山羊奶奶吃到了麵包小偷做的麵包開始，
這麼美味的麵包
他也希望他的孫子可以吃到！
而且還想買菠蘿麵包慶祝孫子的生日

於是...麵包小偷決定做起「外送」
不過🤔他們住在遠遠山的另一頭
麵包小偷走得上氣不接下氣，
最重要的是，菠蘿麵包都冷掉了🥲

於是！
熱呼呼的麵包車就誕生啦
書中還有把麵包車的內裝
都畫出來～整個好精緻可愛！

跟著連載麵包小偷系列😍
真的被可愛到融化了
書中還有好多小細節和彩蛋
留言處跟小編分享
你有吃過有餡的菠蘿麵包嗎?
菠蘿麵包要夾什麼餡料呢！
有機會把超可愛的繪本帶回家！

采實童書粉絲團：聽故事，玩手作",,0,01/21/2025 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0nQ4rt1xL16rNzpzTpV2QWwMz2GybRYdhx5JETxps6yzWFJmKfKydCtwDnVY6vHbTl,0,0,相片,,,,,總期間,20798,9729,917,336,296,285,669,549,120,,1,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,"#我是新年拼字王第二個問號字
🐭🐮🐯🐰🐉🐍
🐴🐑🐵🐔🐶🐷
大家知道十二生肖的由來嗎？
十二生肖的由來其實是動物們的賽跑競賽，
用比賽的的名次來決定順序的唷！
但但但
明明龍會飛呀！
但為什麼才第五名呢❓
老鼠那麼小一隻！
但怎麼是第一名呢❓

《十二生肖的故事》
是超人氣台灣繪本作家賴馬的經典作品！
讓小朋友認識十二生肖動物的由來與典故，
並且用加入可愛又幽默的改編元素☺️
使傳統民間故事變得更加生動活潑～

隨著兔年的到來🐰
《十二生肖的故事》也換上了新衣😍
推出了兔年限定封面版！
另外還有精美的專屬兔年繪本禮盒，
除了內有《十二生肖的故事》兔年限定版外，
還有十二生肖益智遊戲👐
與兔年燙金紅包🧧
小編搶先一步為大家開箱啦！
喜愛賴馬繪本的爸媽千萬別錯過了～

小編偷偷告訴大家，
只要參與「我是新年拼字王」活動，
就有機會獲得《十二生肖的故事》兔年限定版唷！🤩🤩",,0,01/22/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid037AnJbC1RV2thXCbdbB6peabvjM2MY4RUQLoUNbAvX43BUtxoNsVZc3u9Eeos8q7tl,0,0,相片,,,,,總期間,117,86,75,7,4,2,2,,,,,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,"#我是新年拼字王第三個問號字
孩子在地上打滾、大聲尖叫時該怎麼辦呢😫
總是苦惱著該如何跟寶貝溝通「憤怒」情緒嗎？

《魔法抱抱》由諮商師聯合推薦
透過單純的線條、柔和的色調
讓父母引導寶貝說出自己生氣的原因
並提供最直接的溝通方式---擁抱

藉由擁抱傳達溫和安定的力量給孩子
有時候可能就是最好的處理方式喔！
小編也要在這裡跟全年無休的父母們說聲辛苦了🙇‍♀️
因為有您的付出才讓寶貝們歲歲平安、成長茁壯😊

小提醒：別忘了新年吉祥話還在進行中喔😉
蒐集完明天的藏字就有機會收到精美益智桌遊！
今天跟「發」相關的吉祥成語是甚麼呢？
#MindDuo3到8歲書單推薦",,0,01/23/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid02GXZGbfwUuuUD2uYfWHzf2p9vpvCJohQBzFuXGogae2TnzdxhygzDPmZvGUZuvRpHl,0,0,相片,,,,,總期間,120,70,63,5,2,2,2,,,,,,,,,
1.14E+15,1.00E+14,MindDuo親子共讀,"#留言有驚喜 
#已開獎

🌟 教會孩子保護自己！ 

生活中處處充滿未知的危險，  
如何教會孩子保護自己，是每位家長最關心的課題。  
這本【幼兒安全互動遊戲翻翻書】  
透過翻、拉、轉的趣味互動機關，  
帶領孩子從日常場景出發，輕鬆學會：  

✅ 居家安全  
✅ 幼兒園安全  
✅ 交通安全 ......等

這不只是一本繪本，  
更是一堂讓孩子認識危險、學會自我保護的生活課！ 

/

#繪本特色介紹 

🌟 激發閱讀興趣：翻翻機關與可愛場景設計，讓孩子主動探索！  
🌟 建立安全意識：從生活中常見情境出發，帶孩子認識如何保護自己。  
🌟 親子共讀首選：家長與孩子一起閱讀，學習中增進親子感情！  

這本書幫助孩子在趣味中學會應對日常生活中的潛在危險～  
讓我們一起用閱讀，帶給孩子安全與成長的力量！📚✨  

👉 如果有一堂教會孩子保護自己的課，  你最希望孩子學到什麼？  
留言分享你的想法，和更多家長交流育兒小技巧吧！",,0,01/23/2025 04:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0UhAUw6YQhhVWEfV76GUg3vikmNcUgWxtvnN9oSBrvqQdwpqEUCdJ6ENcozr3kdyml,0,0,相片,,,,,總期間,7736,2942,548,195,180,173,247,212,35,,,,,,,
1.57E+15,4.94E+14,MindDuo親子共讀,"#我是新年拼字王第四個問號字 
企鵝會飛嗎🤔
在無數次練習中挫敗的企鵝
卻在落入海底後真正認識自己的優點
---原來從海底看，我就在自己的世界翱翔。

今天要介紹的《我會飛》和昨天的《魔法抱抱》是同一位創作者
而《我會飛》更是在英國獲獎後🏆
翻譯成多國語言出版
絕對是今年必收進書單的優質繪本！

故事中藉由小企鵝的視角🐧
傳達出追尋夢想、越挫越勇的精神
也在過程中意外挖掘自己的優點
讓寶貝在閱讀時能學習自我認可、建立自信心✨

今天的新年吉祥話來到最後一個字－「安」
祝福MindDuo親子共讀的粉絲們都萬事平安、福氣自來🧧
也別忘記去看看精美的益智桌遊喔🤫
#MindDuo3到6歲書單推薦",,0,01/24/2023 06:00,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid0CTfTmtyMEEGFJU5VHHzWBUwFkQQaNA2RK9SAnnH3qRdb2ZqietdtWFavmFnQk3cUl,0,0,相片,,,,,總期間,122,52,48,3,1,6,5,1,,,,,,,,
8.78E+14,1.00E+14,MindDuo親子共讀,"#留言處有驚喜
#第一本為孩子所做的臺灣電影圖畫書
「只要願意走進這間戲院，
心就會留在這裡，永遠不會離開了！」
/
今天要介紹一本很特別的繪本
是由國家影視聽中心
所出版的《魔幻大戲院》

主角阿棋
放假的日子
到了經營戲院的阿公家住

原本很排斥戲院的阿棋
經過一部一部動人的電影
被戲院的電影情節給打動
也漸漸明白阿公戲院的特別之處！
/
不知道你人生中
看的第一部電影是什麼呢？
國家電影及視聽文化中心 Taiwan Film and Audiovisual Institute 
/
小編也帶來好康！
2024年第十一屆 
TICFF台灣國際兒童影展即將到來
🎬信義威秀實體影展｜3／29 - 4／7
🎬公視+線上影展｜ 4／15 - 5／19 
詳細的資訊 請看留言處🎫
#我的英雄之旅 ​ ​ ​ #冒險召喚你
#TICFF台灣國際兒童影展即將上線",,0,01/24/2024 06:04,N/A,https://www.facebook.com/MindDuoRead/posts/pfbid029djp9hra9pW3iSg9r2FsTxgMnNcLRCtTqiXaZZDXqghyvhyogtm5yf8bWNUZ4rtkl,0,0,相片,,,,,總期間,21192,440,225,129,86,529,368,161,,,,,,,,
